isi_unique_article_identifier, doi, authors_raw, authors_clean, authors_excluded, title, publication_year
"000324352700009","10.1016/j.biotechadv.2013.03.003","Lin, Lu; Xu, Jian","Lin, Lu; Xu, Jian","","Dissecting and engineering metabolic and regulatory networks of thermophilic bacteria for biofuel production","2013"
"000324352700014","10.1016/j.biotechadv.2013.02.001","Chang, Matthew Wook; Chen, Binbin; Kang, Aram; Ling, Hua; Lo, Tat-Ming; Teo, Wei Suong","Chang, Matthew Wook; Chen, Binbin; Kang, Aram; Ling, Hua; Lo, Tat-Ming; Teo, Wei Suong","","Microbial engineering strategies to improve cell viability for biochemical production","2013"
"000324352700016","10.1016/j.biotechadv.2012.12.008","Kim, Dong In; Kim, Hyun Uk; Lee, Sang Yup; Shin, Jae Ho","Kim, Dong In; Kim, Hyun Uk; Lee, Sang Yup; Shin, Jae Ho","","Production of bulk chemicals via novel metabolic pathways in microorganisms","2013"
"000324352700019","10.1016/j.biotechadv.2013.03.001","Li, Zhonghai; Liu, Guodong; Qin, Yuqi; Qu, Yinbo","Li, Zhonghai; Liu, Guodong; Qin, Yuqi; Qu, Yinbo","","Development of highly efficient, low-cost lignocellulolytic enzyme systems in the post-genomic era","2013"
"000324352700021","10.1016/j.biotechadv.2013.02.010","Lin, Zhanglin; Wang, Jianqing; Zhang, Yan","Lin, Zhanglin; Wang, Jianqing; Zhang, Yan","","Engineering of transcriptional regulators enhances microbial stress tolerance","2013"
"000209228900070","10.3791/51153","Botstein, David; McIsaac, R Scott; Noyes, Marcus B; Oakes, Benjamin L","Botstein, David; McIsaac, R Scott; Noyes, Marcus B; Oakes, Benjamin L","","Rapid Synthesis and Screening of Chemically Activated Transcription Factors with GFP-based Reporters","2013"
"000209496800751","10.1158/1535-7163.TARG-13-PL07-04","June, Carl H","June, Carl H","","Engineered T cell transfer for cancer immunotherapy in the era of synthetic biology: Challenges and opportunities","2013"
"000323224200006","10.1007/s00453-013-9760-9","Lin, Yaw-Ling; Skiena, Steven; Ward, Charles","Lin, Yaw-Ling; Skiena, Steven; Ward, Charles B","","Synthetic Sequence Design for Signal Location Search","2013"
"000327428900001","10.1186/1472-6750-13-91","Kawakami, Takashi; Murakami, Hiroshi; Nakayama, Sayumi; Taniguchi, Naohiro","Kawakami, Takashi; Murakami, Hiroshi; Nakayama, Sayumi; Taniguchi, Naohiro","","Patch cloning method for multiple site-directed and saturation mutagenesis","2013"
"000327503500001","10.1186/1752-0509-7-109","Chang, Chih-Chun; Chen, Bor-Sen; Cheng, Hsiao-Chun; Hsu, Chih-Yuan; Hu, Rei-Hsing; Lee, Yi-Ying; Lin, Che; Lin, Ling-Jiun; Xie, Zhen; Yeh, Tsung-Hsien","Chang, Chih-Chun; Chen, Bor-Sen; Cheng, Hsiao-Chun; Hsu, Chih-Yuan; Hu, Rei-Hsing; Lee, Yi-Ying; Lin, Che; Lin, Ling-Jiun; Xie, Zhen; Yeh, Tsung-Hsien","","Systematic design methodology for robust genetic transistors based on I/O specifications via promoter-RBS libraries","2013"
"000327503300001","10.1186/1752-0509-7-108","Carrera, Javier; Jaramillo, Alfonso","Carrera, Javier; Jaramillo, Alfonso","","Automated design of bacterial genome sequences","2013"
"000326037000112","10.1371/journal.pone.0078442","Doktycz, Mitchel J; Iyer, Sukanya; Karig, David K; Norred, S Elizabeth; Simpson, Michael L","Doktycz, Mitchel J; Iyer, Sukanya; Karig, David K; Norred, S Elizabeth; Simpson, Michael L","","Multi-Input Regulation and Logic with T7 Promoters in Cells and Cell-Free Systems","2013"
"000329441100004","10.1186/1471-2105-14-S16-S5","Chiang, Austin W T; Hwang, Ming-Jing","Chiang, Austin W T; Hwang, Ming-Jing","","A computational pipeline for identifying kinetic motifs to aid in the design and improvement of synthetic gene circuits","2013"
"000332239100001","10.1186/1471-2229-13-164","Ahmadinejad, Nahal; Colby, Thomas; Roccaro, Mario; Somssich, Imre E","Ahmadinejad, Nahal; Colby, Thomas; Roccaro, Mario; Somssich, Imre E","","Identification of functional cis-regulatory elements by sequential enrichment from a randomized synthetic DNA library","2013"
"000326137700008","10.1016/j.bbrc.2013.09.046","Bai, Feng-Wu; Hu, Shi-Yang; Liu, Hai-Jun; Ma, Zhong-Yi; Xiong, Liang; Xu, You-Hai; Zhao, Xin-Qing; Zhu, Qing-Wei; Zuo, Qi","Bai, Feng-Wu; Hu, Shi-Yang; Liu, Hai-Jun; Ma, Zhong-Yi; Xiong, Liang; Xu, You-Hai; Zhao, Xin-Qing; Zhu, Qing-Wei; Zuo, Qi","","Fine-tuning of xylose metabolism in genetically engineered Saccharomyces cerevisiae by scattered integration of xylose assimilation genes","2013"
"000325634200032","10.1073/pnas.1314585110","Fujii, Satoshi; Kazuta, Yasuaki; Matsuura, Tomoaki; Sunami, Takeshi; Yomo, Tetsuya","Fujii, Satoshi; Kazuta, Yasuaki; Matsuura, Tomoaki; Sunami, Takeshi; Yomo, Tetsuya","","In vitro evolution of alpha-hemolysin using a liposome display","2013"
"000325162000020","10.1016/j.bmc.2013.07.035","Aram, Ronny; Meitert, Johannes; Suess, Beatrix; Weigand, Julia E; Wiesemann, Katharina","Aram, Ronny; Meitert, Johannes; Suess, Beatrix; Weigand, Julia E; Wiesemann, Katharina","","Monitoring the expression level of coding and non-coding RNAs using a TetR inducing aptamer tag","2013"
"000324041300008","10.1016/j.jconrel.2013.06.037","Charpin-El Hamri, Ghislaine; Daoud-El Baba, Marie; Geraths, Christian; Weber, Wilfried","Baba, Marie Daoud-El; Charpin-El-Hamri, Ghislaine; Geraths, Christian; Weber, Wilfried","","A biohybrid hydrogel for the urate-responsive release of urate oxidase","2013"
"000325796600001","10.1186/1475-2859-12-91","Honda, Kohsuke; Imagawa, Takashi; Krutsakorn, Borimas; Ohtake, Hisao; Okano, Kenji","Honda, Kohsuke; Imagawa, Takashi; Krutsakorn, Borimas; Ohtake, Hisao; Okano, Kenji","","Construction of an in vitro bypassed pyruvate decarboxylation pathway using thermostable enzyme modules and its application to N-acetylglutamate production","2013"
"000330298300014","10.1098/rsif.2013.0496","Barter, Laura M C; Booth, Paula J; Ces, Oscar; Law, Robert V; Miller, David; Seddon, John M; Templer, Richard H; Woscholski, Rudiger","Barter, Laura M C; Booth, Paula J; Ces, Oscar; Law, Robert V; Miller, David; Seddon, John M; Templer, Richard H; Woscholski, Rudiger","","Protocell design through modular compartmentalization","2013"
"000328594700016","10.1016/j.cherd.2013.06.023","Breuer, Michael; Mink, Daniel; Woodley, John M","Breuer, Michael; Mink, Daniel; Woodley, John M","","A future perspective on the role of industrial biotechnology for chemicals production","2013"
"000326733900008","10.1038/msb.2013.55","Cao, Yangxiaolu; Li, Bochong; Payne, Stephen; Ryser, Marc D; Schaeffer, David; You, Lingchong","Cao, Yangxiaolu; Li, Bochong; Payne, Stephen; Ryser, Marc D; Schaeffer, David; You, Lingchong","","Temporal control of self-organized pattern formation without morphogen gradients in bacteria","2013"
"000326733900010","10.1038/msb.2013.58","Burkhardt, David H; Clancy, Kevin; Ghodasara, Amar; Gross, Carol A; Orlova, Ekaterina; Peterson, Todd C; Rhodius, Virgil A; Segall-Shapiro, Thomas H; Sharon, Brian D; Tabakh, Hannah; Voigt, Christopher A","Burkhardt, David H; Clancy, Kevin; Ghodasara, Amar; Gross, Carol A; Orlova, Ekaterina; Peterson, Todd C; Rhodius, Virgil A; Segall-Shapiro, Thomas H; Sharon, Brian D; Tabakh, Hannah; Voigt, Christopher A","","Design of orthogonal genetic switches based on a crosstalk map of rs, anti-rs, and promoters","2013"
"000326464800001","10.1038/ncomms3494","Ichihashi, Norikazu; Kazuta, Yasuaki; Matsuura, Tomoaki; Sunami, Takeshi; Usui, Kimihito; Yomo, Tetsuya","Ichihashi, Norikazu; Kazuta, Yasuaki; Matsuura, Tomoaki; Sunami, Takeshi; Usui, Kimihito; Yomo, Tetsuya","","Darwinian evolution in a translation-coupled RNA replication system within a cell-like compartment","2013"
"000326122000001","10.1021/sb4000564","Ang, Jordan; Harris, Edouard; Hussey, Brendan J; Kil, Richard; McMillen, David R","Ang, Jordan; Harris, Edouard; Hussey, Brendan J; Kil, Richard; McMillen, David","","Tuning Response Curves for Synthetic Biology","2013"
"000326122000006","10.1021/sb400081r","Farzadfard, Fahim; Lu, Timothy K; Perli, Samuel D","Farzadfard, Fahim; Lu, Timothy K; Perli, Samuel D","","Tunable and Multifunctional Eukaryotic Transcription Factors Based on CRISPR/Cas","2013"
"000326122000007","10.1021/sb400086p","Chen, Jacinto; Horwitz, Andrew; Lim, Wendell A; Moser, Felix; Voigt, Christopher A","Chen, Jacinto; Horwitz, Andrew A; Lim Wendell A.; Moser, Felix; Voigt, Christopher A","","Genetic Sensor for Strong Methylating Compounds","2013"
"000326140500002","10.1016/j.coph.2013.07.002","Bologa, Cristian G; Melancon, Charles E, III; Oprea, Tudor I; Tegos, George P; Ursu, Oleg","Bologa, Cristian G; Melancon, Charles E, III; Oprea, Tudor I; Tegos, George P; Ursu, Oleg","","Emerging trends in the discovery of natural product antibacterials","2013"
"000326053500048","10.1007/s10616-013-9548-4","Hiratsuka, Masaharu; Katoh, Motonobu; Oshimura, Mitsuo; Ueda, Kana; Uno, Katsuhiro; Uno, Narumi; Zatti, Susi","Hiratsuka, Masaharu; Katoh, Motonobu; Oshimura, Mitsuo; Ueda, Kana; Uno, Katsuhiro; Uno, Narumi; Zatti, Susi","","The transfer of human artificial chromosomes via cryopreserved microcells","2013"
"000325442600053","10.1016/j.biortech.2013.07.085","Curatti, Leonardo; de los Angeles Dublan, Maria; Do Nascimento, Mauro; Federico Ortiz-Marquez, Juan Cesar","Curatti, Leonardo; de los Angeles Dublan, Maria; Do Nascimento, Mauro; Federico Ortiz-Marquez, Juan Cesar","","High lipid productivity of an Ankistrodesmus-Rhizobium artificial consortium","2013"
"000324425900011","10.2217/fvl.13.82","Luke, Garry A; Ryan, Martin D","Luke, Garry A; Ryan, Martin D","","The protein coexpression problem in biotechnology and biomedicine: virus 2A and 2A-like sequences provide a solution","2013"
"000324536800008","10.1177/0963662512445011","Dragojlovic, Nicolas; Einsiedel, Edna","Dragojlovic, Nicolas; Einsiedel, Edna","Dragojlovic, Nicolas; Einsiedel, Edna","Playing God or just unnatural? Religious beliefs and approval of synthetic biology","2013"
"000324910200005","10.1042/BST20130103","Constantinou, Antony; Polizzi, Karen M","Constantinou, Antony; Polizzi, Karen M","","Opportunities for bioprocess monitoring using FRET biosensors","2013"
"000324910200007","10.1042/BST20130135","Mantri, Shiksha; Sapra, K Tanuj","Mantri, Shiksha; Sapra, K Tanuj","","Evolving protocells to prototissues: rational design of a missing link","2013"
"000324910200008","10.1042/BST20130121","Sharabi, Oz; Shifman, Julia M; Shirian, Jason","Sharabi, Oz; Shifman, Julia M; Shirian, Jason","","Predicting affinity- and specificity-enhancing mutations at protein-protein interfaces","2013"
"000324910200011","10.1042/BST20130150","Kim, Benjamin; Lin, Michael Z","Kim, Benjamin; Lin, Michael Z","","Optobiology: optical control of biological processes via protein engineering","2013"
"000324910200013","10.1042/BST20130138","Barahona, Mauricio; Buck, Martin; Schumacher, Joerg; Wang, Baojun","Barahona, Mauricio; Buck, Martin; Schumacher, Joerg; Wang, Baojun","","Rewiring cell signalling through chimaeric regulatory protein engineering","2013"
"000324910200014","10.1042/BST20130128","Golynskiy, Misha V; Lindenburg, Laurens H; Merkx, Maarten; Vinkenborg, Jan L","Golynskiy, Misha V; Lindenburg, Laurens H; Merkx, Maarten; Vinkenborg, Jan L","","Rational design of FRET sensor proteins based on mutually exclusive domain interactions","2013"
"000325278000007","10.1038/cr.2013.122","Cheng, Albert W; Dadon, Daniel B; Jaenisch, Rudolf; Katz, Yarden; Rangarajan, Sudharshan; Shi, Linyu; Shivalila, Chikdu S; Theunissen, Thorold W; Wang, Haoyi; Yang, Hui","Cheng, Albert W; Dadon, Daniel B; Jaenisch, Rudolf; Katz, Yarden; Rangarajan, Sudharshan; Shi, Linyu; Shivalila, Chikdu S; Theunissen, Thorold W; Wang, Haoyi; Yang, Hui","","Multiplexed activation of endogenous genes by CRISPR-on, an RNA-guided transcriptional activator system","2013"
"000324748600006","10.1002/asia.201300630","Duan, Xiaojie; Lieber, Charles M","Duan, Xiaojie; Lieber, Charles M","","Nanoelectronics Meets Biology: From New Nanoscale Devices for Live-Cell Recording to 3D Innervated Tissues","2013"
"000325190700015","10.1016/j.soc.2013.06.007","Lewis, Jonathan; Youssoufian, Hagop","Lewis, Jonathan; Youssoufian, Hagop","Lewis, Jonathan; Youssoufian, Hagop","Getting From the Bench to the Patient: Biotechnology Strategies","2013"
"000325449400006","10.1016/j.tibtech.2013.06.006","Commandeur, Ulrich; Fischer, Rainer; Garvey, Megan; Klose, Holger; Lambertz, Camilla","Commandeur, Ulrich; Fischer, Rainer; Garvey, Megan; Klose, Holger; Lambertz, Camilla","","Cellulases for biomass degradation: comparing recombinant cellulase expression platforms","2013"
"000324176900023","10.1128/AEM.01634-13","Baumgart, Meike; Bott, Michael; Frunzke, Julia; Gruenberger, Alexander; Kalinowski, Joern; Noack, Stephan; Rueckert, Christian; Sivalingam, Jasintha; Unthan, Simon","Baumgart, Meike; Bott, Michael; Frunzke, Julia; Gruenberger, Alexander; Kalinowski, Joern; Noack, Stephan; Rueckert, Christian; Sivalingam, Jasintha; Unthan, Simon","","Construction of a Prophage-Free Variant of Corynebacterium glutamicum ATCC 13032 for Use as a Platform Strain for Basic Research and Industrial Biotechnology","2013"
"000325011900015","10.1007/s10529-013-1252-0","Lu, Xuefeng; Qi, Fengxia; Tan, Xiaoming; Yao, Lun","Lu, Xuefeng; Qi, Fengxia; Tan, Xiaoming; Yao, Lun","","Construction, characterization and application of molecular tools for metabolic engineering of Synechocystis sp","2013"
"000325041800002","","Ling, Jiqiang; O'Donoghue, Patrick; Soell, Dieter; Wang, Yane-Shih","Ling, Jiqiang; O'Donoghue, Patrick; Soell, Dieter; Wang, Yane-Shih","","Upgrading protein synthesis for synthetic biology","2013"
"000325105500044","10.1073/pnas.1311166110","Maerkl, Sebastian J; Niederholtmeyer, Henrike; Stepanova, Viktoria","Maerkl, Sebastian J; Niederholtmeyer, Henrike; Stepanova, Viktoria","","Implementation of cell-free biological networks at steady state","2013"
"000325105500073","10.1073/pnas.1311542110","Agnihothram, Sudhakar S; Baric, Ralph S; Bove, Peter F; Donaldson, Eric F; Graham, Rachel L; Grego, Sonia; Kim, Jeeho D; Menachery, Vineet D; Randell, Scott H; Scobey, Trevor; Sims, Amy C; Swanstrom, Jesica; Yount, Boyd L","Agnihothram, Sudhakar S; Baric, Ralph; Bove, Peter F; Donaldson, Eric; Graham, Rachel L; Grego, Sonia; Kim, Jeeho D; Menachery, Vineet D; Randell, Scott H; Scobey, Trevor D; Sims, Amy; Swanstrom, Jesica; Yount, Boyd","","Reverse genetics with a full-length infectious cDNA of the Middle East respiratory syndrome coronavirus","2013"
"000324395700001","10.1177/1075547012470707","Dragojlovic, Nick; Einsiedel, Edna","Dragojlovic, Nicolas; Einsiedel, Edna","Dragojlovic, Nicolas; Einsiedel, Edna","Framing Synthetic Biology: Evolutionary Distance, Conceptions of Nature, and the Unnaturalness Objection","2013"
"000324054400007","10.1111/bioe.12054","Biller-Andorno, Nikola; Newson, Ainsley; ter Meulen, Ruud","Biller-Andorno, Nikola; Newson, Ainsley J; ter Meulen, Ruud","Biller-Andorno, Nikola; ter Meulen, Ruud","Synthetic Biology for Human Health: Issues for Ethical Discussion and Policy-making","2013"
"000324054400001","10.1111/bioe.12051","Boldt, Joachim","Boldt, Joachim","Boldt, Joachim","Do We Have A Moral Obligation to Synthesize Organisms to Increase Biodiversity? On Kinship, Awe, and the Value of Life's Diversity","2013"
"000324054400002","10.1111/bioe.12053","Holm, Sune","Holm, Sune","Holm, Sune","Health as a Property of Engineered Living Systems","2013"
"000324054400003","10.1111/bioe.12049","Hunter, David","Hunter, David","Hunter, David","How to Object to Radically New Technologies on the Basis of Justice: The Case of Synthetic Biology","2013"
"000324054400004","10.1111/bioe.12048","Baertschi, Bernard","Baertschi, Bernard","","Defeating the Argument from Hubris","2013"
"000324054400005","10.1111/bioe.12052","Heavey, Patrick","Heavey, Patrick","Heavey, Patrick","Synthetic Biology Ethics: A Deontological Assessment","2013"
"000324054400006","10.1111/bioe.12050","Smith, Kevin","Smith, Kevin","Smith, Kevin","Synthetic Biology: A Utilitarian Perspective","2013"
"000209228800064","10.3791/51304","Mansy, Sheref S; Spencer, Amy C; Torre, Paola","Mansy, Sheref S; Spencer, Amy C; Torre, Paola","","The Encapsulation of Cell-free Transcription and Translation Machinery in Vesicles for the Construction of Cellular Mimics","2013"
"000323475000005","10.1111/nph.12361","Rant, Jenni; Tait, Joyce","Rant, Jenni; Tait, Joyce","Tait, Joyce","Building foundations for an open perspective on synthetic biology research and innovation","2013"
"000323475000006","10.1111/nph.12204","Lomonossoff, George P; Saunders, Keith","Lomonossoff, George P; Saunders, Keith","","Exploiting plant virus-derived components to achieve inplanta expression and for templates for synthetic biology applications","2013"
"000323475000007","10.1111/nph.12325","Goossens, Alain; Moses, Tessa; Pollier, Jacob; Thevelein, Johan M","Goossens, Alain; Moses, Tessa; Pollier, Jacob; Thevelein, Johan M","","Bioengineering of plant (tri)terpenoids: from metabolic engineering of plants to synthetic biology invivo and invitro","2013"
"000331443400001","10.3389/fmicb.2013.00285","Chiarabelli, Cristiano; Luisi, Pier Luigi; Stano, Pasquale","Chiarabelli, Cristiano; Luisi, Pier Luigi; Stano, Pasquale","","Chemical synthetic biology: a mini-review","2013"
"000324737900005","10.1016/j.jbiotec.2013.07.029","Cui, Dongbing; Lin, Jinping; Liu, Xu; Wei, Dongzhi; Yao, Zhiqiang; Yuan, Adam; Zhang, Lujiang","Cui, Dongbing; Lin, Jinping; Liu, Xu; Wei, Dongzhi; Yao, Zhiqiang; Yuan, Adam; Zhang, Lujiang","","Computational design of short-chain dehydrogenase Gox2181 for altered coenzyme specificity","2013"
"000324737900007","10.1016/j.jbiotec.2013.07.030","Bao, Han; Chen, Jian; Du, Guocheng; Fan, Yongming; Liu, Peiran; Wu, Junjun; Zhou, Jingwen","Bao, Han; Chen, Jian; Du, Guocheng; Fan, Yongming; Liu, Peiran; Wu, Junjun; Zhou, Jingwen","","Multivariate modular metabolic engineering of Escherichia coli to produce resveratrol from L-tyrosine","2013"
"000324597200030","10.1126/science.1243994","Sarkar, Casim A","Sarkar, Casim A","","Concentrating (on) Native Proteins to Control Cell Fate","2013"
"000323933100009","","Service, Robert F","Service, Robert F","Service, Robert F","SYNTHETIC BIOLOGY Fluorine-Adding Bacteria May Transform Natural Product Medicines","2013"
