family_members,family_country,country_name,region,income
CN105754918A,CN,China,Eastern Asia,Upper middle income
CN102712895A,CN,China,Eastern Asia,Upper middle income
CN102712895B,CN,China,Eastern Asia,Upper middle income
JP2013500006A,JP,Japan,Eastern Asia,High income
MX2012001062A,MX,Mexico,Central America,Upper middle income
ZA201200703B,ZA,South Africa,Southern Africa,Upper middle income
CA2723072C,CA,Canada,Northern America,High income
CN102066564A,CN,China,Eastern Asia,Upper middle income
CN102066564B,CN,China,Eastern Asia,Upper middle income
CA2609656C,CA,Canada,Northern America,High income
CA2650230C,CA,Canada,Northern America,High income
CA2722465C,CA,Canada,Northern America,High income
CN101267831A,CN,China,Eastern Asia,Upper middle income
CN101267831B,CN,China,Eastern Asia,Upper middle income
CN101472620A,CN,China,Eastern Asia,Upper middle income
IL186779A,IL,Israel,Western Asia,High income
IL194831A,IL,Israel,Western Asia,High income
JP2008539257A,JP,Japan,Eastern Asia,High income
JP2009535338A,JP,Japan,Eastern Asia,High income
JP2010526779A,JP,Japan,Eastern Asia,High income
JP2011168623A,JP,Japan,Eastern Asia,High income
JP2014221830A,JP,Japan,Eastern Asia,High income
JP2015128593A,JP,Japan,Eastern Asia,High income
JP2017159044A,JP,Japan,Eastern Asia,High income
KR2008007380A,KR,Korea,Eastern Asia,High income
KR2009015935A,KR,Korea,Eastern Asia,High income
KR2010102750A,KR,Korea,Eastern Asia,High income
KR2011091019A,KR,Korea,Eastern Asia,High income
CN102066560A,CN,China,Eastern Asia,Upper middle income
CN102066560B,CN,China,Eastern Asia,Upper middle income
KR2011014993A,KR,Korea,Eastern Asia,High income
CN102124259A,CN,China,Eastern Asia,Upper middle income
CN102124259B,CN,China,Eastern Asia,Upper middle income
CN105344389A,CN,China,Eastern Asia,Upper middle income
CN105344389B,CN,China,Eastern Asia,Upper middle income
AU200043096A,AU,Australia,Australia and New Zealand,High income
BR200010130A,BR,Brazil,South America,Upper middle income
CN100392082C,CN,China,Eastern Asia,Upper middle income
CN101298473A,CN,China,Eastern Asia,Upper middle income
CN101298473B,CN,China,Eastern Asia,Upper middle income
CN1451046A,CN,China,Eastern Asia,Upper middle income
JP2003518363A,JP,Japan,Eastern Asia,High income
JP2010187700A,JP,Japan,Eastern Asia,High income
JP2013215200A,JP,Japan,Eastern Asia,High income
MX2001010924A,MX,Mexico,Central America,Upper middle income
NZ530640A,NZ,New Zealand,Australia and New Zealand,High income
NZ571167A,NZ,New Zealand,Australia and New Zealand,High income
NZ581940A,NZ,New Zealand,Australia and New Zealand,High income
RU2001132331A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2568344C,CA,Canada,Northern America,High income
JP2008500052A,JP,Japan,Eastern Asia,High income
CA2727681C,CA,Canada,Northern America,High income
CN102725409A,CN,China,Eastern Asia,Upper middle income
CN102725409B,CN,China,Eastern Asia,Upper middle income
CN105671065A,CN,China,Eastern Asia,Upper middle income
JP2011524174A,JP,Japan,Eastern Asia,High income
JP2016013144A,JP,Japan,Eastern Asia,High income
JP2017221229A,JP,Japan,Eastern Asia,High income
CA2730292C,CA,Canada,Northern America,High income
AU200228772A,AU,Australia,Australia and New Zealand,High income
CN1473055A,CN,China,Eastern Asia,Upper middle income
JP2004512381A,JP,Japan,Eastern Asia,High income
KR2003065502A,KR,Korea,Eastern Asia,High income
JP2005502060A,JP,Japan,Eastern Asia,High income
JP2008281571A,JP,Japan,Eastern Asia,High income
JP2009204616A,JP,Japan,Eastern Asia,High income
JP2011525902A,JP,Japan,Eastern Asia,High income
CN102089421A,CN,China,Eastern Asia,Upper middle income
CN102089421B,CN,China,Eastern Asia,Upper middle income
JP2011528915A,JP,Japan,Eastern Asia,High income
RU2011107212A,RU,Russian Federation,Eastern Europe,Upper middle income
ZA201007720B,ZA,South Africa,Southern Africa,Upper middle income
AU199944341A,AU,Australia,Australia and New Zealand,High income
AU199944343A,AU,Australia,Australia and New Zealand,High income
AU199944345A,AU,Australia,Australia and New Zealand,High income
BR199911163A,BR,Brazil,South America,Upper middle income
CA2334850C,CA,Canada,Northern America,High income
CA2334857C,CA,Canada,Northern America,High income
CA2334895C,CA,Canada,Northern America,High income
CN1312725A,CN,China,Eastern Asia,Upper middle income
IL140264A,IL,Israel,Western Asia,High income
IL140265A,IL,Israel,Western Asia,High income
JP2002517229A,JP,Japan,Eastern Asia,High income
JP2002517230A,JP,Japan,Eastern Asia,High income
JP2002517470A,JP,Japan,Eastern Asia,High income
JP2010099081A,JP,Japan,Eastern Asia,High income
JP2010142248A,JP,Japan,Eastern Asia,High income
JP2011050384A,JP,Japan,Eastern Asia,High income
JP2013226154A,JP,Japan,Eastern Asia,High income
JP2014036654A,JP,Japan,Eastern Asia,High income
KR2006080249A,KR,Korea,Eastern Asia,High income
MX2000012402A,MX,Mexico,Central America,Upper middle income
MX2000012403A,MX,Mexico,Central America,Upper middle income
NZ509054A,NZ,New Zealand,Australia and New Zealand,High income
NZ509055A,NZ,New Zealand,Australia and New Zealand,High income
ZA200007403B,ZA,South Africa,Southern Africa,Upper middle income
CA2730796C,CA,Canada,Northern America,High income
CN102099471A,CN,China,Eastern Asia,Upper middle income
CN102099471B,CN,China,Eastern Asia,Upper middle income
KR2011028552A,KR,Korea,Eastern Asia,High income
JP2011081001A,JP,Japan,Eastern Asia,High income
KR2011039688A,KR,Korea,Eastern Asia,High income
CA2734828C,CA,Canada,Northern America,High income
CA2443757C,CA,Canada,Northern America,High income
CA2444098C,CA,Canada,Northern America,High income
IL158419A,IL,Israel,Western Asia,High income
IL187588A,IL,Israel,Western Asia,High income
IL196714A,IL,Israel,Western Asia,High income
IL196762A,IL,Israel,Western Asia,High income
JP2004537984A,JP,Japan,Eastern Asia,High income
JP2005502322A,JP,Japan,Eastern Asia,High income
JP2009077731A,JP,Japan,Eastern Asia,High income
JP2009132704A,JP,Japan,Eastern Asia,High income
JP2011030571A,JP,Japan,Eastern Asia,High income
JP2013255502A,JP,Japan,Eastern Asia,High income
JP2016112021A,JP,Japan,Eastern Asia,High income
MX2003009563A,MX,Mexico,Central America,Upper middle income
MX2003009566A,MX,Mexico,Central America,Upper middle income
KR2010033845A,KR,Korea,Eastern Asia,High income
CN102245783A,CN,China,Eastern Asia,Upper middle income
CN102245783B,CN,China,Eastern Asia,Upper middle income
IL212069A,IL,Israel,Western Asia,High income
JP2012504954A,JP,Japan,Eastern Asia,High income
JP2014195462A,JP,Japan,Eastern Asia,High income
KR2011094276A,KR,Korea,Eastern Asia,High income
KR2016140984A,KR,Korea,Eastern Asia,High income
MX2011003730A,MX,Mexico,Central America,Upper middle income
MX336835B,MX,Mexico,Central America,Upper middle income
RU2011118477A,RU,Russian Federation,Eastern Europe,Upper middle income
JP2012505305A,JP,Japan,Eastern Asia,High income
CA2620934C,CA,Canada,Northern America,High income
IL189685A,IL,Israel,Western Asia,High income
CN102264904A,CN,China,Eastern Asia,Upper middle income
CN102264904B,CN,China,Eastern Asia,Upper middle income
CN103642780A,CN,China,Eastern Asia,Upper middle income
CN103642780B,CN,China,Eastern Asia,Upper middle income
JP2012513196A,JP,Japan,Eastern Asia,High income
KR2011099137A,KR,Korea,Eastern Asia,High income
MX2011006802A,MX,Mexico,Central America,Upper middle income
CA2750421C,CA,Canada,Northern America,High income
CN102227215A,CN,China,Eastern Asia,Upper middle income
JP2012509921A,JP,Japan,Eastern Asia,High income
KR2011089432A,KR,Korea,Eastern Asia,High income
ZA201104614B,ZA,South Africa,Southern Africa,Upper middle income
CA2481414C,CA,Canada,Northern America,High income
CN100366730C,CN,China,Eastern Asia,Upper middle income
CN1646680A,CN,China,Eastern Asia,Upper middle income
JP2005523020A,JP,Japan,Eastern Asia,High income
JP2009279007A,JP,Japan,Eastern Asia,High income
JP2010268807A,JP,Japan,Eastern Asia,High income
KR2004104581A,KR,Korea,Eastern Asia,High income
MX2004010366A,MX,Mexico,Central America,Upper middle income
CN102348807A,CN,China,Eastern Asia,Upper middle income
CN102348807B,CN,China,Eastern Asia,Upper middle income
JP2012514979A,JP,Japan,Eastern Asia,High income
CN102197140A,CN,China,Eastern Asia,Upper middle income
CN102197140B,CN,China,Eastern Asia,Upper middle income
CN101421399A,CN,China,Eastern Asia,Upper middle income
CN101421399B,CN,China,Eastern Asia,Upper middle income
CN101356274A,CN,China,Eastern Asia,Upper middle income
CN101356274B,CN,China,Eastern Asia,Upper middle income
CN102816217A,CN,China,Eastern Asia,Upper middle income
CN104497145A,CN,China,Eastern Asia,Upper middle income
JP2009517377A,JP,Japan,Eastern Asia,High income
JP2013139481A,JP,Japan,Eastern Asia,High income
JP2014237721A,JP,Japan,Eastern Asia,High income
JP2017031221A,JP,Japan,Eastern Asia,High income
NZ568577A,NZ,New Zealand,Australia and New Zealand,High income
NZ594944A,NZ,New Zealand,Australia and New Zealand,High income
RU2008125838A,RU,Russian Federation,Eastern Europe,Upper middle income
CN102245766A,CN,China,Eastern Asia,Upper middle income
CN102245766B,CN,China,Eastern Asia,Upper middle income
CN102131921A,CN,China,Eastern Asia,Upper middle income
CA2740248C,CA,Canada,Northern America,High income
CN101861165A,CN,China,Eastern Asia,Upper middle income
CN102245199A,CN,China,Eastern Asia,Upper middle income
CN102245200A,CN,China,Eastern Asia,Upper middle income
CN102245201A,CN,China,Eastern Asia,Upper middle income
CN102245201B,CN,China,Eastern Asia,Upper middle income
CN105770878A,CN,China,Eastern Asia,Upper middle income
IL205010A,IL,Israel,Western Asia,High income
IL212244A,IL,Israel,Western Asia,High income
IL212245A,IL,Israel,Western Asia,High income
IL240444A,IL,Israel,Western Asia,High income
JP2011500569A,JP,Japan,Eastern Asia,High income
JP2012505245A,JP,Japan,Eastern Asia,High income
JP2012505246A,JP,Japan,Eastern Asia,High income
JP2012505248A,JP,Japan,Eastern Asia,High income
JP2012505249A,JP,Japan,Eastern Asia,High income
JP2013216691A,JP,Japan,Eastern Asia,High income
JP2013234186A,JP,Japan,Eastern Asia,High income
JP2014221838A,JP,Japan,Eastern Asia,High income
JP2015025019A,JP,Japan,Eastern Asia,High income
JP2015091892A,JP,Japan,Eastern Asia,High income
JP2015091893A,JP,Japan,Eastern Asia,High income
JP2015110645A,JP,Japan,Eastern Asia,High income
JP2017125034A,JP,Japan,Eastern Asia,High income
JP2018090592A,JP,Japan,Eastern Asia,High income
KR2011074902A,KR,Korea,Eastern Asia,High income
KR2011074903A,KR,Korea,Eastern Asia,High income
KR2011091855A,KR,Korea,Eastern Asia,High income
MX2010003642A,MX,Mexico,Central America,Upper middle income
MX2011003842A,MX,Mexico,Central America,Upper middle income
MX2011003843A,MX,Mexico,Central America,Upper middle income
MX2011003846A,MX,Mexico,Central America,Upper middle income
MX336721B,MX,Mexico,Central America,Upper middle income
MX350501B,MX,Mexico,Central America,Upper middle income
RU2011118878A,RU,Russian Federation,Eastern Europe,Upper middle income
RU2011118879A,RU,Russian Federation,Eastern Europe,Upper middle income
RU2011118880A,RU,Russian Federation,Eastern Europe,Upper middle income
CA2650773C,CA,Canada,Northern America,High income
CA2679085C,CA,Canada,Northern America,High income
CN101490241A,CN,China,Eastern Asia,Upper middle income
CN101680009A,CN,China,Eastern Asia,Upper middle income
CN101680009B,CN,China,Eastern Asia,Upper middle income
CN101809146A,CN,China,Eastern Asia,Upper middle income
CN101809146B,CN,China,Eastern Asia,Upper middle income
CN104894044A,CN,China,Eastern Asia,Upper middle income
CN105838657A,CN,China,Eastern Asia,Upper middle income
CN106987532A,CN,China,Eastern Asia,Upper middle income
JP2010505388A,JP,Japan,Eastern Asia,High income
JP2010527612A,JP,Japan,Eastern Asia,High income
JP2010538602A,JP,Japan,Eastern Asia,High income
JP2014207908A,JP,Japan,Eastern Asia,High income
JP2015091244A,JP,Japan,Eastern Asia,High income
JP2016093174A,JP,Japan,Eastern Asia,High income
JP2016178943A,JP,Japan,Eastern Asia,High income
KR2009029708A,KR,Korea,Eastern Asia,High income
KR2010015763A,KR,Korea,Eastern Asia,High income
KR2010022984A,KR,Korea,Eastern Asia,High income
KR2016099717A,KR,Korea,Eastern Asia,High income
MX2008014603A,MX,Mexico,Central America,Upper middle income
MX2009009371A,MX,Mexico,Central America,Upper middle income
MX2009009383A,MX,Mexico,Central America,Upper middle income
MX344588B,MX,Mexico,Central America,Upper middle income
MX356086B,MX,Mexico,Central America,Upper middle income
JP2012517447A,JP,Japan,Eastern Asia,High income
JP2012517472A,JP,Japan,Eastern Asia,High income
CN102333546A,CN,China,Eastern Asia,Upper middle income
CN102333546B,CN,China,Eastern Asia,Upper middle income
JP2012518669A,JP,Japan,Eastern Asia,High income
KR2011130440A,KR,Korea,Eastern Asia,High income
ZA201203028B,ZA,South Africa,Southern Africa,Upper middle income
CN101712709A,CN,China,Eastern Asia,Upper middle income
CN101874036A,CN,China,Eastern Asia,Upper middle income
CN101874036B,CN,China,Eastern Asia,Upper middle income
IL215080A,IL,Israel,Western Asia,High income
JP2012519714A,JP,Japan,Eastern Asia,High income
KR2011117257A,KR,Korea,Eastern Asia,High income
CA2475972C,CA,Canada,Northern America,High income
CA2502700C,CA,Canada,Northern America,High income
IL178660A,IL,Israel,Western Asia,High income
JP2007511607A,JP,Japan,Eastern Asia,High income
JP2007534752A,JP,Japan,Eastern Asia,High income
JP2012092125A,JP,Japan,Eastern Asia,High income
JP2015063554A,JP,Japan,Eastern Asia,High income
CN101107354A,CN,China,Eastern Asia,Upper middle income
CN101107354B,CN,China,Eastern Asia,Upper middle income
JP2008527985A,JP,Japan,Eastern Asia,High income
CA2758396C,CA,Canada,Northern America,High income
CN102439145A,CN,China,Eastern Asia,Upper middle income
CN102439145B,CN,China,Eastern Asia,Upper middle income
MX2011011215A,MX,Mexico,Central America,Upper middle income
CN101490262A,CN,China,Eastern Asia,Upper middle income
CN101490262B,CN,China,Eastern Asia,Upper middle income
JP2009540845A,JP,Japan,Eastern Asia,High income
JP2012527507A,JP,Japan,Eastern Asia,High income
JP2012527219A,JP,Japan,Eastern Asia,High income
JP62262999A,JP,Japan,Eastern Asia,High income
JP2012530096A,JP,Japan,Eastern Asia,High income
CN101426909A,CN,China,Eastern Asia,Upper middle income
CN103555741A,CN,China,Eastern Asia,Upper middle income
CN103602692A,CN,China,Eastern Asia,Upper middle income
MY147955A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY160710A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY160756A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY160770A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY160772A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY161026A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY161027A,MY,Malaysia,South-Eastern Asia,Upper middle income
MY162321A,MY,Malaysia,South-Eastern Asia,Upper middle income
NZ571087A,NZ,New Zealand,Australia and New Zealand,High income
NZ595495A,NZ,New Zealand,Australia and New Zealand,High income
NZ595496A,NZ,New Zealand,Australia and New Zealand,High income
NZ595497A,NZ,New Zealand,Australia and New Zealand,High income
NZ595498A,NZ,New Zealand,Australia and New Zealand,High income
NZ595499A,NZ,New Zealand,Australia and New Zealand,High income
NZ595500A,NZ,New Zealand,Australia and New Zealand,High income
NZ595501A,NZ,New Zealand,Australia and New Zealand,High income
NZ595502A,NZ,New Zealand,Australia and New Zealand,High income
CA2766810C,CA,Canada,Northern America,High income
CN102725410A,CN,China,Eastern Asia,Upper middle income
CN102725410B,CN,China,Eastern Asia,Upper middle income
CN102575253A,CN,China,Eastern Asia,Upper middle income
JP2011103875A,JP,Japan,Eastern Asia,High income
CA2767408C,CA,Canada,Northern America,High income
CN105308187A,CN,China,Eastern Asia,Upper middle income
JP2012531928A,JP,Japan,Eastern Asia,High income
JP2016514460A,JP,Japan,Eastern Asia,High income
KR2015132393A,KR,Korea,Eastern Asia,High income
MX2012000297A,MX,Mexico,Central America,Upper middle income
MX2015013101A,MX,Mexico,Central America,Upper middle income
NZ597535A,NZ,New Zealand,Australia and New Zealand,High income
CA2767826C,CA,Canada,Northern America,High income
CN102625830A,CN,China,Eastern Asia,Upper middle income
CN102625830B,CN,China,Eastern Asia,Upper middle income
CN105601728A,CN,China,Eastern Asia,Upper middle income
CR20120024A,CR,Costa Rica,Central America,Upper middle income
ECSP2012011604A,EC,Ecuador,South America,Upper middle income
GT201200011A,GT,Guatemala,Central America,Lower middle income
IL217383A,IL,Israel,Western Asia,High income
IL247310A,IL,Israel,Western Asia,High income
JP2012533549A,JP,Japan,Eastern Asia,High income
KR2012029472A,KR,Korea,Eastern Asia,High income
KR2016015403A,KR,Korea,Eastern Asia,High income
KR2018000337A,KR,Korea,Eastern Asia,High income
